language,normalized_training_mixture_weight,training_mixture_weight_before_coverage_normalization,training_mixture_percent_before_coverage_normalization,raw_public_count,num_training_entries,groups,entry_ids,represented_training_mixture_weight,weight_semantics
arm left: 2. left instrument: Tool #0 (Blue). arm right: 1. right instrument: Tool #9 (Green). do an inguinal hernia repair,0.0001249784689718982,0.00012036613618957674,0.012036613618957673,66254,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Orange). arm right: 3. right instrument: Tool #2 (Pink). do a hysterectomy,0.00012452951682387226,0.00011993375262914087,0.011993375262914087,66016,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #9 (Green). do a hysterectomy,0.00012424467743583898,0.00011965942524415844,0.011965942524415844,65865,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Pink). arm right: 2. right instrument: Tool #2 (Blue). do an inguinal hernia repair,0.00012401265594757347,0.00011943596651334493,0.011943596651334492,65742,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Green). arm right: 2. right instrument: Tool #9 (Blue). do a prostatectomy,0.00012250923215775545,0.00011798802660717937,0.011798802660717938,64945,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #13 (Green). arm right: 3. right instrument: Tool #9 (Orange). do a hysterectomy,0.00012179996321801695,0.00011730493325119662,0.011730493325119662,64569,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Pink). arm right: 2. right instrument: Tool #2 (Green). do an inguinal hernia repair,0.00012173016813618099,0.00011723771395818768,0.01172377139581877,64532,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #2 (Purple). do an inguinal hernia repair,0.00012120010278494025,0.00011672721067884951,0.011672721067884952,64251,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Green). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,0.00012068324190864147,0.00011622942456305358,0.011622942456305359,63977,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Green). arm right: 3. right instrument: Tool #9 (Blue). do a prostatectomy,0.00012026069871049939,0.00011582247532970216,0.011582247532970215,63753,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Green). arm right: 2. right instrument: Tool #9 (Cyan). do a hysterectomy,0.00011965329286317014,0.00011523748580675948,0.011523748580675949,63431,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Blue). arm right: 3. right instrument: Tool #2 (Green). do a hysterectomy,0.00011932884005031106,0.00011492500693115036,0.011492500693115035,63259,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #13 (Blue). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,0.0001189685465197524,0.00011457801004021231,0.011457801004021231,63068,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Cyan). arm right: 0. right instrument: Tool #14 (White). do an inguinal hernia repair,0.00011873275232436062,0.00011435091783410103,0.011435091783410102,62943,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Green). arm right: 1. right instrument: Tool #10 (Pink). do a hysterectomy,0.00011741230483016664,0.00011307920147987783,0.011307920147987783,62243,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #2 (Blue). arm right: 1. right instrument: Tool #2 (Cyan). do a prostatectomy,0.00011720291958465873,0.000112877543600851,0.0112877543600851,62132,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #2 (Purple). do a hysterectomy,0.00011706521577454991,0.000112744921752482,0.0112744921752482,62059,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Cyan). arm right: 3. right instrument: Tool #2 (Pink). do a hysterectomy,0.00011681244439708992,0.00011250147890753071,0.01125014789075307,61925,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
Retract the partially dissected tissue flap using the right instrument (right-side grasp).,0.0001160539916597767,0.00011177101688296128,0.011177101688296128,1550,1,hamlyn_dvrk_30hz,hamlyn_dvrk_30hz:05,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #13 (Blue). arm right: 2. right instrument: Tool #9 (Cyan). do an inguinal hernia repair,0.00011534486132497147,0.00011108805701669408,0.011108805701669408,61147,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Cyan). arm right: 1. right instrument: Tool #9 (Orange). do a hysterectomy,0.00011504304475486998,0.00011079737899287163,0.011079737899287163,60987,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #13 (Blue). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,0.00011503172663349116,0.00011078647856697827,0.011078647856697828,60981,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #12 (Cyan). arm right: 1. right instrument: Tool #0 (Orange). do a hysterectomy,0.00011432434404731582,0.00011010520194864443,0.011010520194864443,60606,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Purple). arm right: 2. right instrument: Tool #9 (Pink). do a hysterectomy,0.00011419795835858581,0.00010998348052616878,0.010998348052616878,60539,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #0 (Cyan). arm right: 2. right instrument: Tool #9 (Pink). do a hysterectomy,0.0001140866634983609,0.00010987629300488426,0.010987629300488426,60480,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Cyan). arm right: 2. right instrument: Tool #2 (Green). do an inguinal hernia repair,0.00011397348228457283,0.00010976728874595084,0.010976728874595084,60420,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
left tool: bi_maryland_forceps. right tool: none. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Coagulation and dissection of the ovarian vessels,0.00011379397824439971,0.0001095944093058057,0.01095944093058057,1520,1,rob_surgical_bitrack,rob_surgical_bitrack:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Orange). arm right: 3. right instrument: Tool #9 (Pink). do a hysterectomy,0.0001137339153820548,0.00010953656306454179,0.010953656306454179,60293,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #14 (White). arm right: 0. right instrument: Tool #14 (White). do a hysterectomy,0.00011359809792550914,0.00010940575795382168,0.010940575795382167,60221,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 0. left instrument: Tool #17 (White). arm right: 0. right instrument: Tool #17 (White). do an inguinal hernia repair,0.00011313028224185182,0.00010895520701689689,0.010895520701689688,59973,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
