language,num_training_entries_containing_string,entry_ids
arm left: 1. left instrument: Tool #18 (Blue). arm right: 3. right instrument: Tool #9 (Orange). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Cyan). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 0. right instrument: Tool #14 (White). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 0. right instrument: Tool #14 (White). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 0. right instrument: Tool #17 (White). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #10 (Purple). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #13 (Orange). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #2 (Pink). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #2 (Pink). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #2 (Purple). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #2 (Purple). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #8 (Pink). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #8 (Purple). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #9 (Green). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #9 (Pink). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #9 (Pink). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 2. right instrument: Tool #9 (Purple). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 3. right instrument: Tool #13 (Orange). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 3. right instrument: Tool #2 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 3. right instrument: Tool #2 (Pink). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 3. right instrument: Tool #8 (Pink). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 3. right instrument: Tool #9 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Cyan). arm right: 3. right instrument: Tool #9 (Pink). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Green). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Green). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Green). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Green). arm right: 0. right instrument: Tool #14 (White). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #0 (Orange). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #13 (Pink). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #2 (Blue). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #8 (Orange). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #9 (Blue). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #9 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #9 (Orange). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #9 (Orange). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #9 (Orange). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #9 (Pink). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Green). arm right: 3. right instrument: Tool #0 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Green). arm right: 3. right instrument: Tool #0 (Orange). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Green). arm right: 3. right instrument: Tool #2 (Orange). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Green). arm right: 3. right instrument: Tool #2 (Pink). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Green). arm right: 3. right instrument: Tool #9 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Green). arm right: 3. right instrument: Tool #9 (Orange). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Green). arm right: 3. right instrument: Tool #9 (Pink). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (None). arm right: 2. right instrument: Tool #9 (None). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Orange). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Orange). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Orange). arm right: 0. right instrument: Tool #14 (White). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Orange). arm right: 2. right instrument: Tool #0 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Orange). arm right: 2. right instrument: Tool #0 (Green). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Orange). arm right: 2. right instrument: Tool #0 (Green). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Orange). arm right: 2. right instrument: Tool #9 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Orange). arm right: 3. right instrument: Tool #2 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Orange). arm right: 3. right instrument: Tool #2 (Green). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Orange). arm right: 3. right instrument: Tool #9 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Orange). arm right: 3. right instrument: Tool #9 (Cyan). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Orange). arm right: 3. right instrument: Tool #9 (Green). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Orange). arm right: 3. right instrument: Tool #9 (Pink). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Orange). arm right: 3. right instrument: Tool #9 (Pink). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Pink). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Pink). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Pink). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Pink). arm right: 0. right instrument: Tool #14 (White). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Pink). arm right: 0. right instrument: Tool #14 (White). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Pink). arm right: 2. right instrument: Tool #0 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Pink). arm right: 2. right instrument: Tool #0 (Orange). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Pink). arm right: 2. right instrument: Tool #0 (Orange). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Pink). arm right: 2. right instrument: Tool #2 (Green). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Pink). arm right: 2. right instrument: Tool #2 (Green). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Pink). arm right: 2. right instrument: Tool #2 (Orange). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Pink). arm right: 2. right instrument: Tool #9 (Cyan). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Pink). arm right: 2. right instrument: Tool #9 (Green). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #18 (Pink). arm right: 2. right instrument: Tool #9 (Green). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Pink). arm right: 2. right instrument: Tool #9 (Orange). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Pink). arm right: 2. right instrument: Tool #9 (Orange). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #18 (Pink). arm right: 3. right instrument: Tool #9 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #18 (Pink). arm right: 3. right instrument: Tool #9 (Green). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Blue). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #2 (Blue). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Blue). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #2 (Blue). arm right: 0. right instrument: Tool #14 (White). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #2 (Blue). arm right: 2. right instrument: Tool #13 (Orange). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #2 (Blue). arm right: 2. right instrument: Tool #18 (Purple). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #2 (Blue). arm right: 2. right instrument: Tool #2 (Cyan). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #2 (Blue). arm right: 2. right instrument: Tool #2 (Green). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Blue). arm right: 2. right instrument: Tool #2 (Orange). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #2 (Blue). arm right: 2. right instrument: Tool #2 (Orange). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Blue). arm right: 2. right instrument: Tool #2 (Purple). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #2 (Blue). arm right: 3. right instrument: Tool #0 (Green). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #2 (Blue). arm right: 3. right instrument: Tool #2 (Green). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #2 (Blue). arm right: 3. right instrument: Tool #2 (Green). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Cyan). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #2 (Cyan). arm right: 0. right instrument: Tool #17 (White). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #2 (Cyan). arm right: 2. right instrument: Tool #2 (Blue). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #2 (Cyan). arm right: 2. right instrument: Tool #2 (Green). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #2 (Cyan). arm right: 3. right instrument: Tool #2 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Green). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #2 (Green). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Green). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #2 (Green). arm right: 0. right instrument: Tool #14 (White). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Green). arm right: 2. right instrument: Tool #0 (Orange). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Green). arm right: 2. right instrument: Tool #2 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Green). arm right: 2. right instrument: Tool #2 (Orange). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #2 (Green). arm right: 2. right instrument: Tool #2 (Orange). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Green). arm right: 2. right instrument: Tool #2 (Orange). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #2 (Green). arm right: 2. right instrument: Tool #2 (Pink). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #2 (Green). arm right: 3. right instrument: Tool #2 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Green). arm right: 3. right instrument: Tool #2 (Orange). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Green). arm right: 3. right instrument: Tool #2 (Pink). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Orange). arm right: -1. right instrument: Tool #3 (None). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #2 (Orange). arm right: -1. right instrument: Tool #3 (None). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Orange). arm right: -1. right instrument: Tool #3 (None). do an inguinal hernia repair,1,cmr_versius:02
arm left: 1. left instrument: Tool #2 (Orange). arm right: 0. right instrument: Tool #14 (White). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Orange). arm right: 2. right instrument: Tool #0 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Orange). arm right: 2. right instrument: Tool #0 (Green). do a hysterectomy,1,cmr_versius:01
arm left: 1. left instrument: Tool #2 (Orange). arm right: 2. right instrument: Tool #0 (Green). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Orange). arm right: 2. right instrument: Tool #2 (Blue). do a prostatectomy,1,cmr_versius:03
arm left: 1. left instrument: Tool #2 (Orange). arm right: 2. right instrument: Tool #2 (Blue). do an inguinal hernia repair,1,cmr_versius:02
